Data taken from https://www.sustainablejersey.com/fileadmin/media/resources/Data_Center/Community_Profile_Data_by_Municipality_3.12.25.xlsx ,,,,,Population Characteristics,,,,,,,,,,,,,C&I Properties,General Housing Characteristics,,,,,,Units by Year Structure Built*,,,,,,,,,,Units by Structure Type,,,,,,,,,Occupied Housing Units Primary Heating Fuels,,,,,,,,,Vehicles Available by Occupied Household,,,,Means of Transportation to Work,,,,,,,
Municipality,County,ACS Year,Square Miles,Residential Density (Housing Units / Sq Mile),Population,% White,% Black or African American,% Hispanic or Latino Origin*,% American Indian and Alaska Native,% Asian alone,% Native Hawaiian and Other Pacific Islander alone,% Some other race alone,% Two or more races,Median Household Income,Percent of Population in Poverty,NJ DCA MRI Score*,NJ DCA MRI Rank*,Commercial & Industrial Properties,Total Housing Units*,Total Occupied Housing Units,% Occupied housing units,% Owner-occupied,% Renter-occupied,<75% Occupied*,2020 or later,2010 to 2019 *,2000 to 2009,1990 to 1999,1980 to 1989,1970 to 1979,1960 to 1969,1950 to 1959,1940 to 1949,1939 or earlier,"1-unit, detached","1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more,Mobile home,"Boat, RV, van, etc.",Utility gas,Electricity,"Bottled, tank, or LP gas","Fuel oil, kerosene, etc.",Coal or coke,Wood,Solar Energy,Other fuel,No fuel used,No vehicles available,1 vehicle available,2 vehicles available,3 or more vehicles available,Total Workers 16 Years and Over,"Car, truck, or van -- drove alone","Car, truck, or van -- carpooled",Public transportation (excluding taxicab),Walked,Other means,Worked from home,Mean travel time to work (minutes)
Mountain Lakes Boro,Morris,2023,2.6,558,"4,535",78.00%,0.00%,3.60%,0.00%,13.30%,0.00%,1.40%,3.70%,"250,000+",1.30%,12.3,558,89,"1,451","1,418",98%,97%,3%,,0,74,98,112,102,63,92,146,191,573,"1,313",128,0,0,10,0,0,0,0,86.30%,6.00%,0.00%,6.90%,0.00%,0.00%,0.00%,0.00%,0.80%,7,182,792,437,"2,039",58.90%,3.50%,6.20%,0.20%,0.60%,30.70%,34.9
Mountainside Boro,Union,2023,4,654,"6,967",72.70%,1.10%,13.60%,0.00%,11.40%,0.00%,0.00%,1.20%,"$210,100",2.80%,18.3,510,165,"2,616","2,540",97%,87%,13%,,14,77,135,11,62,57,774,"1,172",238,76,"2,536",36,22,22,0,0,0,0,0,93.90%,2.10%,0.00%,4.10%,0.00%,0.00%,0.00%,0.00%,0.00%,59,331,"1,709",441,"3,238",52.70%,9.10%,11.90%,1.70%,0.00%,24.60%,38.9
Mullica Twp,Atlantic,2023,56.4,40,"5,815",84.50%,5.30%,6.30%,0.00%,0.00%,0.00%,2.40%,1.50%,"$91,875",7.30%,42.1,88,99,"2,263","2,179",96%,93%,7%,,0,48,363,222,326,374,302,358,33,237,"2,102",24,0,0,0,0,0,137,0,40.00%,18.80%,4.40%,28.00%,0.00%,6.20%,0.60%,1.10%,1.00%,42,492,802,843,"2,873",86.90%,4.90%,3.20%,0.50%,0.70%,3.90%,33
National Park Boro,Gloucester,2023,1,"1,140","3,043",87.50%,3.20%,5.90%,0.00%,1.50%,0.00%,0.00%,1.90%,"$81,507",7.70%,34.9,161,35,"1,140","1,079",95%,84%,16%,,0,20,47,63,28,119,98,340,43,382,997,35,35,58,0,0,0,0,15,79.80%,7.90%,0.00%,12.00%,0.00%,0.00%,0.40%,0.00%,0.00%,20,293,440,326,"1,496",76.70%,6.60%,5.40%,2.50%,1.70%,7.20%,31.8
Neptune City Boro,Monmouth,2023,0.9,"2,534","4,607",62.10%,18.40%,15.60%,0.00%,0.40%,0.00%,2.10%,1.40%,"$82,872",18.20%,44.4,65,108,"2,281","2,139",94%,64%,36%,,0,15,204,227,80,365,206,131,363,690,"1,378",106,64,80,39,66,501,47,0,68.00%,22.10%,5.70%,3.30%,0.00%,0.00%,0.90%,0.00%,0.00%,103,821,873,342,"2,675",80.50%,9.50%,0.70%,1.00%,2.70%,5.50%,25.5
Neptune Twp,Monmouth,2023,8.1,"1,602","28,108",45.80%,30.30%,17.60%,0.00%,2.90%,0.00%,0.30%,3.00%,"$96,827",9.60%,35.6,150,459,"12,976","11,387",88%,69%,31%,,68,978,994,578,"1,431","1,032","2,102","2,335",651,"2,807","8,405","1,412",406,931,339,585,800,98,0,82.20%,9.40%,2.90%,3.30%,0.10%,0.10%,0.00%,1.00%,0.90%,989,"4,306","3,852","2,240","14,246",73.40%,7.60%,3.20%,2.10%,1.90%,11.90%,25.7
Netcong Boro,Morris,2023,0.8,"2,466","3,543",62.60%,11.90%,19.90%,0.10%,0.40%,0.00%,2.50%,2.60%,"$92,596",8.40%,36.9,131,83,"1,973","1,821",92%,53%,47%,,7,66,0,64,103,542,77,303,292,519,"1,288",81,131,70,51,289,63,0,0,45.60%,8.10%,0.60%,41.60%,0.00%,0.00%,0.00%,1.00%,3.10%,254,752,543,272,"1,915",71.80%,7.60%,0.00%,0.10%,0.70%,19.80%,29.6
New Brunswick City,Middlesex,2023,5.2,"3,283","55,744",25.10%,11.90%,51.10%,0.00%,8.40%,0.00%,1.30%,2.10%,"$60,248",31.60%,62.1,17,706,"17,071","15,905",93%,22%,78%,,61,"1,434","1,816","1,435","1,585","1,822","1,335","1,998","1,464","4,121","3,916","1,106","3,158","1,416","1,318","1,761","4,292",82,22,60.30%,32.70%,2.70%,2.40%,0.00%,0.00%,0.00%,1.00%,0.80%,"4,584","5,431","3,613","2,277","25,681",41.70%,13.70%,4.60%,14.10%,15.80%,10.20%,24.5
New Hanover Twp,Burlington,2023,22.3,33,"7,113",42.30%,29.50%,23.50%,0.20%,2.20%,0.10%,0.20%,2.00%,"$106,786",2.70%,40.5,104,27,732,562,77%,37%,63%,,0,201,208,97,57,75,25,7,4,58,337,240,25,17,0,7,106,0,0,35.40%,48.40%,1.60%,6.00%,0.00%,2.70%,4.40%,0.00%,1.40%,10,113,294,145,"1,591",64.40%,15.20%,0.00%,6.50%,6.80%,7.10%,14.2
New Milford Boro,Bergen,2023,2.3,"2,795","16,882",47.60%,4.70%,22.10%,0.50%,20.50%,0.00%,0.80%,3.80%,"$113,513",4.60%,26.5,327,79,"6,428","6,157",96%,63%,37%,,0,85,32,109,392,408,851,"2,041","1,645",865,"4,158",96,317,"1,315",185,106,237,14,0,82.60%,10.40%,2.00%,3.90%,0.00%,0.00%,0.00%,0.30%,0.80%,270,"2,340","2,315","1,232","8,606",62.90%,10.70%,7.80%,1.00%,3.60%,14.00%,29.7
New Providence Boro,Union,2023,3.7,"1,486","13,577",68.20%,1.50%,7.20%,0.00%,16.40%,0.10%,0.10%,6.50%,"$162,877",2.10%,18,516,152,"5,500","5,201",95%,76%,24%,,18,657,265,191,259,554,"1,208","1,586",177,585,"3,608",178,221,202,260,277,754,0,0,87.60%,9.20%,1.30%,0.00%,0.00%,0.00%,1.20%,0.00%,0.70%,272,"1,695","2,382",852,"6,098",55.70%,3.40%,11.90%,1.20%,0.60%,27.30%,34.2
Newark City,Essex,2023,24.1,"5,046","307,188",9.30%,45.50%,37.20%,0.20%,1.80%,0.00%,2.50%,3.50%,"$48,416",24.70%,64,16,"5,676","121,604","113,748",94%,24%,76%,,228,"6,945","14,701","10,516","8,862","12,999","15,265","12,532","10,913","28,643","14,041","14,161","23,140","26,637","10,677","6,992","25,653",244,59,70.70%,19.90%,2.80%,2.90%,0.00%,0.00%,0.10%,0.70%,2.90%,"40,471","48,235","18,584","6,458","126,689",50.40%,11.00%,18.60%,4.90%,8.90%,6.10%,33.2
Newfield Boro,Gloucester,2023,1.7,391,"1,811",80.20%,2.80%,16.30%,0.00%,0.00%,0.00%,0.00%,0.70%,"$105,000",3.90%,29.5,255,44,664,664,100%,91%,9%,,17,34,76,42,79,152,48,81,32,103,615,4,5,40,0,0,0,0,0,82.50%,6.90%,2.00%,8.00%,0.00%,0.00%,0.00%,0.60%,0.00%,34,121,258,251,993,82.00%,10.40%,0.00%,0.10%,0.60%,6.90%,32.3
Newton Town,Sussex,2023,3.4,"1,116","8,336",75.30%,7.60%,13.10%,0.00%,0.70%,0.00%,0.20%,3.10%,"$73,679",15.00%,41.2,97,242,"3,794","3,439",91%,59%,41%,,0,190,323,157,240,492,476,401,150,"1,365","2,026",188,140,202,114,211,881,32,0,50.20%,25.90%,2.50%,19.40%,0.00%,0.30%,0.60%,0.50%,0.60%,353,"1,277","1,214",595,"3,913",80.90%,6.30%,0.30%,2.90%,1.50%,8.20%,26
North Arlington Boro,Bergen,2023,2.5,"2,794","16,368",53.70%,1.40%,31.60%,0.00%,8.80%,0.20%,0.20%,4.00%,"$101,493",3.70%,32.6,202,266,"6,986","6,646",95%,46%,54%,,12,91,80,193,251,500,"1,061","2,291","1,133","1,374","2,644",251,"1,759",971,538,469,354,0,0,83.00%,6.30%,4.00%,3.70%,0.00%,0.00%,0.40%,0.60%,2.10%,435,"2,489","2,784",938,"8,721",65.10%,6.90%,13.00%,0.40%,3.90%,10.70%,32.2
North Bergen Twp,Hudson,2023,5.1,"4,907","61,202",19.90%,2.60%,68.60%,0.00%,6.70%,0.00%,0.70%,1.60%,"$75,505",12.90%,44.8,60,988,"25,024","23,784",95%,41%,59%,,97,"1,299","1,218","1,601","1,856","3,389","3,294","2,753","2,237","7,280","4,218","1,464","5,377","2,894","1,433","1,601","8,009",7,21,70.70%,19.20%,3.20%,4.50%,0.00%,0.00%,0.40%,0.60%,1.40%,"5,460","11,638","4,889","1,797","29,993",49.40%,9.00%,24.20%,6.00%,2.30%,9.20%,33.4
North Brunswick Twp,Middlesex,2023,12,"1,316","43,867",26.80%,20.20%,26.60%,0.30%,22.70%,0.10%,0.30%,3.10%,"$117,301",7.30%,32.7,200,506,"15,795","15,435",98%,58%,42%,,71,911,"1,561","1,956","4,427","2,215","2,301","1,015",742,596,"5,989","2,994",465,891,"1,346","2,126","1,548",436,0,84.30%,13.70%,0.60%,1.00%,0.00%,0.00%,0.10%,0.10%,0.20%,"1,096","5,082","6,358","2,899","22,401",62.50%,11.60%,4.50%,3.40%,1.50%,16.50%,28.7
North Caldwell Boro,Essex,2023,3.1,759,"6,622",78.40%,2.30%,6.20%,0.00%,10.10%,0.00%,0.00%,3.00%,"$203,140",1.80%,14.8,548,15,"2,353","2,220",94%,96%,4%,,0,353,98,126,174,270,300,667,82,283,"2,025",155,25,15,27,106,0,0,0,91.40%,0.50%,0.00%,8.10%,0.00%,0.00%,0.00%,0.00%,0.00%,16,417,"1,380",407,"3,364",61.70%,4.10%,4.60%,0.00%,0.00%,29.60%,27.9
North Haledon Boro,Passaic,2023,3.5,880,"8,757",68.60%,2.30%,21.00%,0.30%,5.60%,0.00%,0.00%,2.30%,"$131,810",1.90%,27.7,296,91,"3,080","2,998",97%,93%,7%,,55,84,505,166,138,231,457,633,193,618,"2,510",337,74,15,0,25,103,0,16,94.60%,2.70%,0.60%,1.40%,0.00%,0.00%,0.60%,0.00%,0.00%,217,638,"1,135","1,008","4,281",68.30%,8.00%,5.00%,1.70%,1.60%,15.40%,32.6
North Hanover Twp,Burlington,2023,17.4,174,"7,977",65.30%,5.80%,19.90%,0.00%,0.90%,0.00%,0.20%,8.00%,"$83,447",9.70%,34.1,175,76,"3,031","2,788",92%,43%,57%,,0,474,689,666,328,421,166,68,73,146,975,"1,059",45,86,306,12,38,510,0,22.90%,45.40%,4.90%,21.80%,0.00%,1.60%,3.00%,0.50%,0.00%,3,924,"1,262",599,"3,609",76.00%,10.00%,0.00%,1.10%,0.60%,12.20%,25.4
North Plainfield Boro,Somerset,2023,2.8,"2,896","22,667",18.80%,20.00%,53.70%,0.00%,3.80%,0.00%,1.80%,2.00%,"$83,529",14.00%,37.9,122,264,"8,109","7,988",99%,56%,45%,,0,16,106,611,334,583,"1,250","1,640","1,261","2,308","4,241",148,"1,045",684,689,433,869,0,0,87.10%,7.40%,0.50%,3.50%,0.00%,0.00%,0.00%,0.20%,1.30%,460,"3,229","2,771","1,528","11,992",68.10%,11.10%,5.00%,0.70%,7.10%,7.90%,31.5
North Wildwood City,Cape May,2023,1.7,"4,957","3,620",91.40%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,3.60%,"$85,812",9.90%,46,54,202,"8,427","1,901",23%,77%,23%,Yes,53,417,"1,686",224,974,"1,103",713,"1,145",649,"1,463","2,716","3,518",472,312,448,247,714,0,0,77.30%,22.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.50%,77,911,739,174,"1,396",75.90%,9.20%,1.60%,3.40%,2.00%,7.90%,38
Northfield City,Atlantic,2023,3.6,958,"8,427",74.20%,2.80%,11.30%,0.00%,9.30%,0.00%,0.30%,2.30%,"$104,042",4.40%,31.8,213,221,"3,447","3,299",96%,88%,12%,,9,118,255,301,390,319,750,677,152,476,"3,095",27,41,0,25,62,197,0,0,90.00%,3.50%,0.40%,4.50%,0.00%,0.00%,1.40%,0.20%,0.00%,36,941,"1,362",960,"4,478",81.20%,3.80%,1.30%,0.90%,5.50%,7.30%,22.1
Northvale Boro,Bergen,2023,1.3,"1,298","4,782",48.20%,1.20%,13.30%,0.00%,36.80%,0.00%,0.00%,0.60%,"$117,717",3.70%,25.4,351,145,"1,688","1,678",99%,77%,23%,,0,172,191,110,53,236,414,193,119,200,"1,329",35,88,106,19,58,53,0,0,88.00%,6.30%,0.70%,2.40%,0.00%,2.00%,0.00%,0.70%,0.00%,95,373,881,329,"2,239",67.80%,6.10%,9.80%,1.30%,2.30%,12.70%,28.6
Norwood Boro,Bergen,2023,2.8,731,"5,668",59.30%,1.20%,6.40%,0.20%,30.30%,0.00%,0.90%,1.80%,"$164,766",3.30%,21.4,436,96,"2,048","1,981",97%,80%,20%,,28,44,165,508,270,90,345,273,23,302,"1,339",361,34,106,9,0,199,0,0,89.80%,8.40%,1.00%,0.80%,0.00%,0.00%,0.00%,0.00%,0.00%,75,438,"1,017",451,"2,823",60.90%,9.80%,4.50%,1.50%,2.00%,21.30%,33.7
Nutley Twp,Essex,2023,3.4,"3,519","29,767",58.10%,2.30%,24.60%,0.00%,11.30%,0.00%,0.50%,3.20%,"$115,389",5.70%,27,315,479,"11,964","11,558",97%,69%,32%,,12,370,841,422,607,852,"1,066","2,252","1,505","4,037","6,465",818,"1,416","1,057",764,538,906,0,0,80.00%,13.20%,1.30%,4.40%,0.00%,0.10%,0.20%,0.30%,0.40%,653,"4,380","4,638","1,887","15,788",63.30%,4.10%,9.80%,0.90%,1.50%,20.40%,33.5
Oakland Boro,Bergen,2023,8.5,551,"12,700",80.20%,1.30%,11.90%,0.00%,3.40%,0.00%,1.40%,1.90%,"$162,862",3.20%,21.1,444,208,"4,687","4,395",94%,92%,8%,,0,95,287,261,210,336,"1,133","1,707",233,425,"4,265",202,73,65,37,9,31,5,0,87.60%,4.10%,2.00%,5.10%,0.00%,1.10%,0.00%,0.10%,0.00%,172,873,"1,976","1,374","6,746",71.30%,4.70%,3.30%,1.30%,1.00%,18.40%,30.2
Oaklyn Boro,Camden,2023,0.6,"3,048","3,934",80.90%,4.10%,6.60%,0.00%,1.10%,0.00%,0.50%,6.70%,"$81,514",7.10%,35.3,155,68,"1,829","1,776",97%,63%,37%,,0,20,15,21,76,107,113,304,378,795,"1,138",44,210,180,92,37,128,0,0,75.50%,15.40%,1.20%,7.30%,0.00%,0.00%,0.20%,0.00%,0.50%,149,701,606,320,"2,211",71.70%,2.40%,7.30%,1.00%,1.10%,16.40%,27.3
Ocean City,Cape May,2023,6.8,"3,074","11,260",85.80%,2.20%,9.30%,0.00%,0.30%,0.00%,1.10%,1.10%,"$101,782",7.90%,30.5,234,589,"20,905","5,619",27%,72%,28%,Yes,262,"1,850","3,387","2,264","4,031","2,468","1,668",995,656,"3,324","6,265","8,441","2,996",844,555,501,"1,288",15,0,71.60%,25.40%,1.50%,0.90%,0.00%,0.00%,0.20%,0.20%,0.10%,590,"2,257","2,115",657,"5,212",61.00%,7.40%,0.20%,8.30%,7.20%,15.90%,26.9
Ocean Gate Boro,Ocean,2023,0.5,"2,462","1,768",90.90%,1.10%,0.50%,0.00%,2.40%,0.00%,0.00%,5.10%,"$75,278",3.80%,38.5,118,13,"1,231",754,61%,81%,19%,Yes,0,43,42,94,78,41,216,263,123,331,"1,178",0,47,0,0,6,0,0,0,94.00%,4.60%,0.00%,1.30%,0.00%,0.00%,0.00%,0.00%,0.00%,74,254,270,156,797,90.30%,1.00%,0.00%,1.60%,0.00%,7.00%,27.2
Ocean Twp (Monmouth),Monmouth,2023,10.9,"1,085","27,792",67.60%,10.30%,12.90%,0.00%,3.20%,0.80%,0.70%,4.70%,"$112,586",6.70%,26.8,319,402,"11,828","10,897",92%,62%,38%,,87,457,"1,164","1,134","1,518","2,007","2,239","1,630",557,"1,035","7,364",806,134,447,609,"1,417","1,012",39,0,80.10%,15.40%,1.30%,1.90%,0.00%,0.00%,0.00%,1.00%,0.20%,436,"3,691","4,697","2,073","13,788",70.30%,7.10%,2.90%,0.70%,3.50%,15.50%,27
Ocean Twp (Ocean),Ocean,2023,20.9,204,"8,915",89.90%,1.20%,5.10%,0.00%,0.90%,0.00%,0.00%,2.90%,"$107,364",6.60%,28.6,275,117,"4,260","3,673",86%,88%,12%,,194,552,967,217,400,385,688,635,81,141,"3,949",57,17,0,41,0,196,0,0,88.30%,9.50%,0.00%,0.00%,0.00%,1.40%,0.00%,0.80%,0.00%,150,870,"1,815",838,"3,845",75.20%,11.10%,1.10%,0.70%,0.30%,11.50%,39.5
Oceanport Boro,Monmouth,2023,3.2,833,"6,130",84.10%,0.60%,4.70%,0.00%,2.50%,0.00%,0.00%,8.10%,"$156,196",2.90%,24.8,366,36,"2,666","2,490",93%,94%,7%,,42,166,303,161,525,365,412,346,88,258,"2,102",362,0,20,0,19,112,51,0,88.70%,7.70%,0.00%,2.40%,0.00%,0.00%,1.20%,0.00%,0.00%,50,708,"1,205",527,"2,864",68.80%,12.40%,8.00%,0.70%,0.70%,9.40%,33.2
Ogdensburg Boro,Sussex,2023,2.2,447,"2,231",78.90%,0.20%,16.60%,0.00%,1.30%,0.00%,0.00%,3.00%,"$104,946",7.00%,29.4,259,31,984,857,87%,89%,11%,,26,3,38,45,93,131,267,64,74,243,860,0,71,35,13,0,0,5,0,20.80%,5.80%,11.10%,58.20%,0.00%,2.80%,0.00%,0.70%,0.60%,48,180,343,286,"1,266",88.50%,2.80%,0.00%,1.30%,0.60%,6.90%,34.2
Old Bridge Twp,Middlesex,2023,38.2,697,"67,392",56.50%,8.30%,16.20%,0.10%,14.80%,0.00%,0.20%,4.00%,"$100,661",8.50%,29.8,251,559,"26,622","25,781",97%,70%,30%,,46,902,"2,452","2,818","4,648","3,054","5,870","5,010",629,"1,193","15,208","3,230",652,"2,103",940,"2,506","1,965",18,0,83.00%,10.80%,1.30%,3.40%,0.00%,0.00%,0.10%,0.30%,1.00%,"1,555","8,050","10,667","5,509","33,835",68.10%,7.10%,8.60%,1.40%,1.30%,13.50%,36.1
Old Tappan Boro,Bergen,2023,3.3,614,"5,896",51.10%,0.20%,6.60%,0.00%,40.70%,0.00%,0.30%,1.10%,"$199,250",2.40%,16.2,537,50,"2,027","1,935",95%,90%,10%,,40,124,289,500,157,199,390,199,64,65,"1,446",459,29,0,55,22,7,0,9,89.60%,4.90%,1.40%,3.40%,0.00%,0.00%,0.00%,0.40%,0.40%,65,275,"1,060",535,"2,612",66.60%,3.10%,4.90%,3.80%,4.10%,17.50%,32.7
Oldmans Twp,Salem,2023,19.5,35,"1,826",88.10%,2.90%,6.40%,0.10%,0.90%,0.00%,0.20%,1.60%,"$109,420",7.00%,29.2,261,55,681,625,92%,86%,14%,,19,77,65,64,39,40,40,124,38,175,600,39,34,8,0,0,0,0,0,37.40%,10.20%,12.20%,29.10%,0.00%,5.10%,1.10%,4.20%,0.60%,12,141,270,202,835,69.70%,5.30%,0.20%,4.30%,3.70%,16.80%,25.8
Oradell Boro,Bergen,2023,2.4,"1,145","8,197",72.40%,1.20%,7.00%,0.00%,14.90%,0.00%,0.10%,4.50%,"$214,736",3.60%,16.2,536,96,"2,749","2,687",98%,90%,10%,,8,110,94,6,100,186,494,884,284,583,"2,508",65,31,38,38,47,22,0,0,90.00%,6.90%,1.50%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,64,512,"1,325",786,"3,961",47.70%,2.20%,10.80%,0.90%,1.10%,37.30%,36.1
Oxford Twp,Warren,2023,6,179,"2,906",86.40%,1.70%,8.90%,0.00%,0.60%,0.00%,1.20%,1.20%,"$106,682",4.50%,28.2,287,26,"1,071","1,054",98%,91%,9%,,0,5,119,128,119,72,95,85,24,424,810,116,0,25,21,0,9,90,0,33.10%,6.10%,5.00%,49.90%,0.00%,4.60%,0.00%,1.30%,0.00%,51,272,372,359,"1,581",81.10%,6.10%,0.40%,0.60%,0.40%,11.40%,39.2
Palisades Park Boro,Bergen,2023,1.2,"6,343","20,192",17.90%,2.60%,23.90%,0.10%,54.80%,0.00%,0.30%,0.40%,"$101,295",10.00%,31.3,218,275,"7,612","7,375",97%,37%,63%,,48,753,"1,619",641,476,649,803,887,864,872,"1,277","1,635","1,896",604,390,467,"1,308",35,0,76.30%,14.20%,6.10%,2.40%,0.00%,0.00%,0.20%,0.40%,0.40%,"1,075","2,857","2,349","1,094","11,358",54.80%,12.40%,18.90%,2.00%,1.90%,9.90%,32.1
Palmyra Boro,Burlington,2023,1.8,"1,892","7,447",63.30%,14.90%,9.00%,0.00%,4.00%,0.00%,0.00%,8.70%,"$85,014",8.90%,32,210,131,"3,406","3,283",96%,70%,30%,,0,26,228,109,350,710,161,391,267,"1,164","1,777",803,230,87,178,232,99,0,0,65.50%,26.30%,0.00%,7.20%,0.00%,0.00%,0.00%,0.00%,0.90%,143,"1,488","1,240",412,"4,178",70.70%,8.40%,3.10%,2.70%,0.90%,14.20%,25.2
Paramus Boro,Bergen,2023,10.4,856,"26,500",56.10%,3.90%,13.20%,0.50%,23.50%,0.00%,0.30%,2.50%,"$139,707",5.50%,24.7,375,488,"8,898","8,420",95%,82%,18%,,78,528,800,839,538,812,"1,201","3,059",516,527,"7,489",385,354,101,46,8,506,9,0,86.80%,10.40%,0.60%,1.30%,0.00%,0.10%,0.30%,0.20%,0.30%,293,"1,891","3,731","2,505","11,630",63.20%,5.70%,7.80%,1.30%,0.50%,21.50%,30.6
Park Ridge Boro,Bergen,2023,2.6,"1,312","9,218",80.00%,1.80%,14.20%,0.00%,2.20%,0.00%,0.00%,1.80%,"$165,391",2.50%,21.1,447,91,"3,410","3,256",95%,82%,18%,,36,70,197,191,320,558,477,794,112,655,"2,389",238,154,242,49,132,206,0,0,86.60%,7.40%,1.60%,4.10%,0.40%,0.00%,0.00%,0.00%,0.00%,209,707,"1,471",869,"5,052",63.30%,4.60%,3.70%,4.70%,2.00%,21.80%,27.6
Parsippany-Troy Hills Twp,Morris,2023,23.6,984,"56,072",47.20%,2.80%,8.60%,0.20%,37.90%,0.00%,0.30%,3.00%,"$112,923",4.40%,25.7,347,655,"23,215","22,656",98%,60%,40%,,93,626,"1,482","1,622","2,851","4,478","6,334","3,162","1,211","1,356","11,837","2,050",780,713,993,"2,295","4,523",24,0,73.80%,14.40%,2.40%,7.90%,0.00%,0.20%,0.00%,0.70%,0.60%,"1,716","8,589","8,854","3,497","30,429",68.50%,6.80%,3.60%,1.30%,1.20%,18.60%,26.9
Passaic City,Passaic,2023,3.1,"6,780","69,651",14.60%,6.30%,73.00%,0.10%,4.70%,0.00%,0.70%,0.60%,"$56,780",23.00%,68.4,13,"1,263","21,019","20,434",97%,24%,77%,,22,555,775,510,"1,196",963,"1,501","1,760","1,828","11,909","3,157",874,"5,095","2,481","3,788","2,023","3,527",60,14,84.60%,9.50%,2.00%,2.40%,0.00%,0.00%,0.00%,0.60%,0.80%,"5,500","8,873","4,510","1,551","29,438",48.90%,16.50%,13.00%,11.30%,2.10%,8.20%,25.9
Paterson City,Passaic,2023,8.4,"6,254","157,660",7.80%,23.30%,62.80%,0.00%,4.80%,0.00%,0.60%,0.70%,"$53,766",23.60%,72.3,9,"4,024","52,532","49,688",95%,26%,74%,,287,"2,305","2,481","3,160","2,665","4,656","5,256","7,286","6,973","17,463","8,909","2,069","17,524","10,809","3,521","2,588","7,048",48,16,82.80%,12.60%,1.80%,1.60%,0.00%,0.00%,0.00%,0.30%,0.90%,"13,692","20,135","11,149","4,712","65,472",62.40%,17.10%,8.00%,5.80%,1.90%,4.80%,23.1
Paulsboro Boro,Gloucester,2023,1.9,"1,435","6,213",38.90%,34.70%,18.90%,0.50%,0.60%,0.00%,0.00%,6.50%,"$68,750",12.70%,54.7,23,128,"2,727","2,336",86%,66%,34%,,0,6,67,40,114,363,340,619,339,839,"1,881",207,245,283,92,19,0,0,0,53.80%,21.80%,2.20%,21.60%,0.00%,0.70%,0.00%,0.00%,0.00%,284,"1,004",785,263,"2,494",80.10%,9.70%,1.40%,1.60%,0.80%,6.50%,23.8
Peapack-Gladstone Boro,Somerset,2023,5.7,179,"2,547",83.70%,3.60%,7.50%,0.00%,3.20%,0.00%,0.00%,2.00%,"$184,231",2.40%,17,527,41,"1,018",984,97%,76%,24%,,0,24,16,163,134,192,49,52,42,346,955,12,18,0,0,33,0,0,0,56.60%,3.30%,2.30%,37.80%,0.00%,0.00%,0.00%,0.00%,0.00%,21,214,508,241,"1,268",55.30%,7.30%,2.60%,9.70%,1.30%,23.80%,25.3
Pemberton Boro,Burlington,2023,0.6,940,"1,373",57.40%,9.90%,21.30%,0.00%,1.40%,0.00%,1.00%,9.10%,"$88,333",11.50%,44.7,62,36,564,540,96%,58%,42%,,0,13,140,36,6,34,36,42,12,245,366,25,38,64,34,28,9,0,0,69.10%,13.10%,3.00%,14.80%,0.00%,0.00%,0.00%,0.00%,0.00%,49,141,262,88,631,67.80%,13.90%,1.30%,1.60%,1.60%,13.80%,29.7
Pemberton Twp,Burlington,2023,61.6,177,"26,897",58.20%,16.10%,15.50%,0.00%,3.80%,0.00%,0.10%,6.30%,"$79,730",10.30%,41.2,95,150,"10,924","10,090",92%,73%,27%,,20,335,823,932,"1,273","3,139","2,060","1,608",300,434,"7,949",933,167,345,267,290,305,668,0,51.80%,23.40%,3.00%,17.70%,0.10%,1.40%,0.50%,1.20%,0.90%,509,"3,324","2,982","3,275","12,894",78.30%,13.60%,0.20%,1.60%,0.90%,5.50%,30.8
Pennington Boro,Mercer,2023,1,"1,268","2,798",83.00%,2.10%,5.80%,0.00%,7.40%,0.00%,0.40%,1.30%,"$171,282",4.50%,18.9,501,57,"1,268","1,168",92%,80%,21%,,15,48,50,154,143,86,77,158,114,423,854,156,26,72,5,47,108,0,0,70.40%,15.80%,0.00%,12.80%,0.60%,0.40%,0.00%,0.00%,0.00%,80,334,541,213,"1,490",64.40%,3.90%,2.80%,4.00%,1.70%,23.20%,26
Penns Grove Boro,Salem,2023,0.9,"2,042","4,860",32.10%,30.30%,31.30%,0.00%,0.40%,1.60%,0.10%,4.20%,"$43,889",36.30%,91.8,3,107,"1,838","1,540",84%,38%,62%,,0,19,39,73,85,68,400,549,199,406,895,332,47,218,20,121,205,0,0,62.90%,25.30%,1.50%,9.60%,0.00%,0.00%,0.00%,0.60%,0.00%,368,551,416,205,"1,298",86.40%,3.10%,1.80%,2.20%,5.30%,1.20%,21.9
Pennsauken Twp,Camden,2023,10.5,"1,312","37,089",25.60%,25.50%,36.90%,0.00%,8.30%,0.00%,1.10%,2.60%,"$83,412",15.20%,47.2,47,816,"13,771","12,958",94%,74%,26%,,168,280,451,688,845,"1,380","2,233","4,040","1,087","2,599","9,372","1,389",854,771,135,176,953,121,0,74.90%,17.00%,2.40%,4.20%,0.00%,0.00%,0.50%,0.80%,0.30%,"1,229","4,033","4,775","2,921","17,153",69.00%,15.50%,2.20%,0.10%,2.20%,11.10%,25.3
